Assc.	Lineage	Superorder	Orders	Family	OrdersEnglish	MYA	ScientificName	EnglishName	NCBI taxon ID	AssemblyId	asmId	sciName	comName	VGPLineage
GCF_020382885.2	Fishes	Actinopterygii (Ray-finned Fishes)	insertae sedis in Eupercaria	Scatophagidae	Scats	66	Scatophagus argus	spotted scat	75038	fScaArg1	GCF_020382885.2_fScaArg1.pri	Scatophagus argus	butterfish (primary hap 2021)	fish
GCF_020740605.2	Mammals	Supraprimates (Euarchontoglires)	Primates (Lemuriformes)	Lemuroidea	Lemurs	55	Lemur catta	ring-tailed lemur	9447	mLemCat1	GCF_020740605.2_mLemCat1.pri	Lemur catta	ring-tailed lemur (primary hap 2021)	primates
GCF_020740685.1	Mammals	Supraprimates (Euarchontoglires)	Rodentia (Dipodidae)	Dipodidae	Jumping mice	50	Jaculus jaculus	Lesser Egyptian jerboa	51337	mJacJac1	GCF_020740685.1_mJacJac1.mat.Y.cur	Jaculus jaculus	lesser Egyptian jerboa (2021)	mammals
GCF_020740725.1	Birds	Core landbirds	Passeriformes (Oscines)	Corvidae	Songbirds	29.59	Corvus hawaiiensis	Hawaiian crow	134902	bCorHaw1	GCF_020740725.1_bCorHaw1.pri.cur	Corvus hawaiiensis	Hawaiian crow (primary hap 2021 refseq)	birds
GCF_020740795.1	Birds	Caprimulgimorphae	Apodiformes (Apodidae)	Apodidae	Swifts	45.4	Apus apus	common swift	8895	bApuApu2	GCF_020740795.1_bApuApu2.pri.cur	Apus apus	common swift (primary hap 2021 refseq)	birds
GCF_020745735.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Orectolobiformes	Hemiscylliidae	Carpet sharks	183	Hemiscyllium ocellatum	epaulette shark	170820	sHemOce1	GCF_020745735.1_sHemOce1.pat.X.cur.	Hemiscyllium ocellatum	epaulette shark (primary hap 2021 refseq)	sharks
GCF_020745825.1	Birds	Core landbirds	Passeriformes (Oscines)	Icteridae	Songbirds	29.59	Agelaius phoeniceus	red-winged blackbird	39638	bAgePho2	GCF_020745825.1_Agelaius_phoeniceus_1.1	Agelaius phoeniceus	red-winged blackbird (BioBank_ID:100140 2023)	birds
GCF_020826845.1	Mammals	Laurasiatheria	Perissodactyla (Rhinoceratidae)	Rhinoceratidae	Rhinoceros	51	Diceros bicornis minor	Southern black rhinoceros	77932	mDicBic1	GCF_020826845.1_mDicBic1.mat.cur	Diceros bicornis minor	black rhinoceros (primary hap 2021 refseq)	mammals
GCF_021462225.1	Fishes	Actinopterygii (Ray-finned Fishes)	Cyprinodontiformes	Goodeidae	Killifish/Live-bearers	75	Girardinichthys multiradiatus	darkedged splitfin	208333	DD_fGirMul_XY1	GCF_021462225.1_DD_fGirMul_XY1	Girardinichthys multiradiatus	dark-edged splitfin (DD_20200921_A 2022 refseq)	fish
GCF_023053635.1	Reptiles	Squamata	Anguimorpha (Neoanguimorpha)	Anguidae	New World anguimorph lizards	115	Elgaria multicarinata webbii	Southern alligator lizard	159646	rElgMul1	GCF_023053635.1_rElgMul1.1.pri	Elgaria multicarinata webbii	San Diego alligator lizard (v1.1 HBS135686 primary hap 2024 refseq)	reptiles
GCF_023343835.1	Birds	GalloAnserformes	Galliformes	Phasianidae	Landfowl	68.95	Lagopus muta	rock ptarmigan	64668	bLagMut1	GCF_023343835.1_bLagMut1_primary	Lagopus muta	rock ptarmigan (primary hap 2022 refseq)	birds
GCF_023375975.1	Fishes	Actinopterygii (Ray-finned Fishes)	Characiformes	Acestrorhamphidae	Piranhas/Tetras/Cavefish	150	Astyanax mexicanus	Mexican tetra	7994	fAstMex1	GCF_023375975.1_AstMex3_surface	Astyanax mexicanus	Mexican tetra (ESR-SI-001 2022)	fish
GCF_023634085.1	Birds	Core landbirds	Falconiformes	Falconidae	Falcons	60.16	Falco cherrug	saker falcon	345164	bFalChe1	GCF_023634085.1_bFalChe1.pri	Falco cherrug	Saker falcon (primary hap 2022 refseq)	birds
GCF_023634155.1	Birds	Core landbirds	Falconiformes	Falconidae	Falcons	60.16	Falco peregrinus	peregrine falcon	8954	bFalPer1	GCF_023634155.1_bFalPer1.pri	Falco peregrinus	peregrine falcon (bFalPer1 primary hap 2022 refseq)	birds
GCF_023638135.1	Birds	Core landbirds	Falconiformes	Falconidae	Falcons	60.16	Falco biarmicus	Lanner falcon	345155	bFalBia1	GCF_023638135.1_bFalBia1.pri	Falco biarmicus	lanner falcon (bFalBia1 primary hap 2022 refseq)	birds
GCF_024139225.1	Mammals	Laurasiatheria	Eulipotyphla (Soricidae)	Soricidae	Shrews	66	Suncus etruscus	Etruscan shrew	109475	mSunEtr1	GCF_024139225.1_mSunEtr1.pri.cur	Suncus etruscus	white-toothed pygmy shrew (mSunEtr1 primary hap 2022)	mammals
GCF_024166365.1	Mammals	Afrotheria	Proboscidea	Elephantidae	Elephants	62.97	Elephas maximus indicus	Asian elephant	99487	mEleMax1	GCF_024166365.1_mEleMax1_primary_haplotype	Elephas maximus indicus	Asiatic elephant (mEleMax1 primary hap 2022)	mammals
GCF_025201925.1	Reptiles	Testudines (Cryptodira)	Testudinidae	Testudinidae	Tortoises	60	Gopherus flavomarginatus	Mexican gopher tortoise	286002	rGopFla2	GCF_025201925.1_rGopFla2.mat.asm	Gopherus flavomarginatus	Mexican gopher tortoise (WGS:JAMKFC01 2022)	reptiles
GCF_025265405.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Ziphiidae	Whales, dolphines, orcas	54	Mesoplodon densirostris	Blainville's beaked whale	48708	mMesDen1	GCF_025265405.1_mMesDen1_primary_haplotype	Mesoplodon densirostris	Blainville's beaked whale (primary hap 2022 refseq)	mammals
GCF_026419915.1	Birds	Core landbirds	Accipitriformes	Accipitridae	Eagles/Osprey	60.41	Harpia harpyja	harpy eagle	202280	bHarHar1	GCF_026419915.1_bHarHar1_primary_haplotype	Harpia harpyja	Harpy eagle (primary hap 2022 refseq)	birds
GCF_026419965.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Kogiidae	Whales, dolphines, orcas	54	Kogia breviceps	pygmy sperm whale	27615	mKogBre1	GCF_026419965.1_mKogBre1_haplotype_1	Kogia breviceps	pygmy sperm whale (haplotype 1 2022 refseq)	mammals
GCF_026979565.1	Birds	Core landbirds	Passeriformes (Oscines)	Viduidae	Songbirds	29.59	Vidua chalybeata	village indigobird	81927	bVidCha1	GCF_026979565.1_bVidCha1_merged_haplotype	Vidua chalybeata	village indigobird (merged hap OUT-0048 2022 refseq)	birds
GCF_027172205.1	Reptiles	Squamata	Lacertoidea (Lacertidae)	Lacertidae	Wall lizards	110	Podarcis raffonei	Aeolian wall lizard	65483	rPodRaf1	GCF_027172205.1_rPodRaf1.pri	Podarcis raffonei	Aeolian wall lizard (La Canna islet primary hap 2022 refseq)	reptiles
GCF_027358585.1	Fishes	Actinopterygii (Ray-finned Fishes)	Siluriformes	Ariidae	Catfish	150	Pangasianodon hypophthalmus	striped catfish	310915	fPanHyp1	GCF_027358585.1_fPanHyp1.pri	Pangasianodon hypophthalmus	striped catfish (primary hap 2022 refseq)	fish
GCF_027358695.1	Amphibians	Anura	Archaeobatrachia > Pelobatoidea (Scaphiopodidae)	Scaphiopodidae	American spadefoot toads	155	Spea bombifrons	plain spadefoot toad	233779	aSpeBom1	GCF_027358695.1_aSpeBom1.2.pri	Spea bombifrons	plains spadefoot toad (primary hap 2022)	amphibians
GCF_027406575.1	Mammals	Supraprimates (Euarchontoglires)	Primates (Lorisoidea)	Lorisoidea	Loris, Galagos	55	Nycticebus coucang	sunda slow loris	9470	mNycCou1	GCF_027406575.1_mNycCou1.pri	Nycticebus coucang	slow loris (primary hap 2022)	primates
GCF_027409185.1	Mammals	Supraprimates (Euarchontoglires)	Dermoptera	Cynocephalidae	Colugos	80	Cynocephalus volans	Philippine flying lemur	110931	mCynVol1	GCF_027409185.1_mCynVol1.pri	Cynocephalus volans	Philippine flying lemur (primary hap 2022 refseq)	mammals
GCF_027409825.1	Fishes	Actinopterygii (Ray-finned Fishes)	Scombriformes	Scombridae	Mackerels	100	Scomber japonicus	Pacific chub mackerel	13676	fScoJap1	GCF_027409825.1_fScoJap1.pri	Scomber japonicus	chub mackerel (primary hap 2022 refseq)	fish
GCF_027477595.1	Birds	Core landbirds	Passeriformes (Oscines)	Fringillidae	Songbirds	29.59	Haemorhous mexicanus	house finch	30427	bHaeMex1	GCF_027477595.1_bHaeMex1.pri	Haemorhous mexicanus	house finch (primary hap 2022 refseq)	birds
GCF_027574615.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Vespertilionidae	Regular bats	65	Eptesicus fuscus	big brown bat	29078	mEptFus1	GCF_027574615.1_DD_ASM_mEF_20220401	Eptesicus fuscus	big brown bat (TK198812 2023)	mammals
GCF_027579445.1	Birds	Core landbirds	Passeriformes (Oscines)	Passerellidae	Songbirds	29.59	Ammospiza nelsoni	Nelson's sparrow	2857394	bAmmNel1	GCF_027579445.1_bAmmNel1.pri	Ammospiza nelsoni	Nelson's sparrow (bAmmNel1 primary hap 2023 refseq)	birds
GCF_027579695.1	Fishes	Actinopterygii (Ray-finned Fishes)	Siluriformes	Ariidae	Catfish	150	Neoarius graeffei	blue salmon catfish	443677	fNeoGra1	GCF_027579695.1_fNeoGra1.pri	Neoarius graeffei	lesser salmon catfish (primary hap 2023 refseq)	fish
GCF_027579735.1	Amphibians	Anura	Archaeobatrachia > Discoglossoidea (Bombinatoridae)	Bombinatoridae	Firebelly toads	140	Bombina bombina	European fire-bellied toad	8345	aBomBom1	GCF_027579735.1_aBomBom1.pri	Bombina bombina	fire-bellied toad (primary hap 2023 refseq)	amphibians
GCF_027595985.1	Mammals	Laurasiatheria	Eulipotyphla (Soricidae)	Soricidae	Shrews	66	Sorex araneus	European shrew	42254	mSorAra2	GCF_027595985.1_mSorAra2.pri	Sorex araneus	European shrew (primary hap 2023)	mammals
GCF_027789765.1	Amphibians	Anura	Neobatrachia > Hyloidea (Hylidae & Hemiphractidae)	Hylidae	Tree frogs hylidae	66	Dendropsophus ebraccatus	hourglass treefrog	150705	aDenEbr1	GCF_027789765.1_aDenEbr1.pat	Dendropsophus ebraccatus	hourglass treefrog (paternal 2023 refseq)	amphibians
GCF_027887145.1	Birds	Core landbirds	Passeriformes (Oscines)	Passerellidae	Songbirds	29.59	Ammodramus caudacutus	saltmarsh sparrow	2857398	bAmmCau1	GCF_027887145.1_bAmmCau1.pri	Ammospiza caudacuta	saltmarsh sparrow (bAmmCau1 primary hap 2023 refseq)	birds
GCF_027887155.1	Reptiles	Testudines (Cryptodira)	Emydidae	Emydidae	Pond turtles	80	Malaclemys terrapin	diamondback terrapin	8485	rMalTer1	GCF_027887155.1_rMalTer1.hap1	Malaclemys terrapin pileata	diamondback terrapin (hap1 2023 refseq)	reptiles
GCF_027887165.1	Mammals	Marsupials	Didelphimorphia	Didelphidae	Opossums	80	Monodelphis domestica	gray short-tailed opossum	13616	mMonDom1	GCF_027887165.1_mMonDom1.pri	Monodelphis domestica	gray short-tailed opossum (mMonDom1 primary hap 2023 refseq)	mammals
GCF_028017835.1	Reptiles	Testudines (Cryptodira)	Emydidae	Emydidae	Pond turtles	80	Emys orbicularis	European pond turtle	82168	rEmyOrb1	GCF_028017835.1_rEmyOrb1.hap1	Emys orbicularis	European pond turtle (hap1 2023 refseq)	reptiles
GCF_028018385.1	Mammals	Laurasiatheria	Carnivora (Feliformia)	Felidae	Cat-like (Civets/Mangooses/Hyenas)	57	Neofelis nebulosa	clouded leopard	61452	mNeoNeb1	GCF_028018385.1_mNeoNeb1.pri	Neofelis nebulosa	clouded leopard (mNeoNeb1 primary hap 2023 refseq)	mammals
GCF_028018845.1	Birds	Core landbirds	Passeriformes (Oscines)	Passerellidae	Songbirds	29.59	Melospiza georgiana	swamp sparrow	44398	bMelGeo1	GCF_028018845.1_bMelGeo1.pri	Melospiza georgiana	swamp sparrow (bMelGeo1 primary hap 2023 refseq)	birds
GCF_028021215.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Eschrichtius robustus	gray whale	9764	mEscRob2	GCF_028021215.1_mEscRob2.pri	Eschrichtius robustus	grey whale (primary hap 2023 refseq)	mammals
GCF_028023285.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenopteridae	Whales, dolphines, orcas	54	Balaenoptera ricei	Rice's whale	2746895	mBalRic1	GCF_028023285.1_mBalRic1.hap2	Balaenoptera ricei	Rice's whale (hap2 2023 refseq)	mammals
GCF_028372415.1	Mammals	Marsupials	Diprotodontia (Macropodidae)	Macropodidae	Kangaroos/Wallabies	52	Macropus eugenii	Tammar wallaby	9315	mMacEug1	GCF_028372415.1_mMacEug1.pri_v2	Notamacropus eugenii	tammar wallaby (v2 primary hap 2023 refseq)	mammals
GCF_028389875.1	Birds	Palaeognathae	Rheiformes	Rheidae	Rheas	43.76	Rhea pennata	lesser rhea 	8795	bPtePen1	GCF_028389875.1_bPtePen1.pri	Rhea pennata	lesser rhea (bPtePen1 primary hap 2023 refseq)	birds
GCF_028390025.1	Amphibians	Anura	Neobatrachia > (Myobatrachidae & Calyptocephalellidae)	Myobatrachidae	Australian ground frogs + Chilean frogs	100	Pseudophryne corroboree	Southern corroboree frog	495146	aPseCor3	GCF_028390025.1_aPseCor3.hap2	Pseudophryne corroboree	corroboree frog (hap2 2023 refseq)	amphibians
GCF_028500815.1	Birds	Core waterbirds	Charadriiformes	Laridae	Plovers	65.56	Rissa tridactyla	black-legged kittiwake	75485	bRisTri1	GCF_028500815.1_bRisTri1.patW.cur.20221130	Rissa tridactyla	black-legged kittiwake (bRisTri1 2023 refseq)	birds
GCF_028564815.1	Mammals	Laurasiatheria	Cetartiodactyla (Cetacea)	Balaenidae	Whales, dolphines, orcas	54	Eubalaena glacialis	North Atlantic right whale	27606	mEubGla1	GCF_028564815.1_mEubGla1.1.hap2._XY	Eubalaena glacialis	North Atlantic right whale (hap2 + XY 2023 refseq)	mammals
GCF_028583425.1	Reptiles	Squamata	Gekkota 	Eublepharidae	Geckos/Flat-footed lizards	175	Eublepharis macularius	leopard gecko	481883	rEubMac1	GCF_028583425.1_MPM_Emac_v1.0	Eublepharis macularius	leopard gecko (TG4126 2023)	reptiles
GCF_028858705.1	Birds	Core waterbirds	Gruiformes	Gruidae	Cranes	65.56	Grus americana	whooping crane	9117	bGruAme1	GCF_028858705.1_bGruAme1.mat	Grus americana	whooping crane (maternal hap 2023 refseq)	birds
GCF_028858725.1	Birds	Core landbirds	Coliiformes	Coliidae	Mousebirds	60.36	Colius striatus	speckled mousebird	57412	bColStr4	GCF_028858725.1_bColStr4.1.hap1	Colius striatus	speckled mousebird (hap1 2023 refseq)	birds
GCF_028858775.2	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Hominidae	Apes & Old World monkeys	30	Pan troglodytes	chimpanzee	9598	mPanTro3	GCF_028858775.2_NHGRI_mPanTro3-v2.0_pri	Pan troglodytes	chimpanzee (v2 AG18354 primary hap 2024 refseq)	primates
GCF_028878055.3	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Hylobatidae	Apes & Old World monkeys	30	Symphalangus syndactylus	siamang gibbon	9590	mSymSyn1	GCF_028878055.3_NHGRI_mSymSyn1-v2.1_pri	Symphalangus syndactylus	siamang (v2.1 Jambi primary hap 2024 refseq)	primates
GCF_028885625.2	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Hominidae	Apes & Old World monkeys	30	Pongo pygmaeus	Bornean orangutan	9600	mPonPyg2	GCF_028885625.2_NHGRI_mPonPyg2-v2.0_pri	Pongo pygmaeus	Bornean orangutan (v2 AG05252 primary hap 2024 refseq)	primates
GCF_028885655.2	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Hominidae	Apes & Old World monkeys	30	Pongo abelii 	Sumatran orangutan	9601	mPonAbe1	GCF_028885655.2_NHGRI_mPonAbe1-v2.0_pri	Pongo abelii	Sumatran orangutan (v2 AG06213 primary hap 2024 refseq)	primates
GCF_029281585.2	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Hominidae	Apes & Old World monkeys	30	Gorilla gorilla	gorilla	9593	mGorGor1	GCF_029281585.2_NHGRI_mGorGor1-v2.1_pri	Gorilla gorilla gorilla	western lowland gorilla (v2.1 KB3781 2024 refseq)	primates
GCF_029289425.2	Mammals	Supraprimates (Euarchontoglires)	Primates (Catarrhines)	Hominidae	Apes & Old World monkeys	30	Pan paniscus	bonobo	9597	mPanPan1	GCF_029289425.2_NHGRI_mPanPan1-v2.0_pri	Pan paniscus	pygmy chimpanzee (v2 primary hap 2024 refseq)	primates
GCF_029499605.1	Amphibians	Anura	Neobatrachia > Hyloidea (Hylidae & Hemiphractidae)	Hylidae	Tree frogs hylidae	66	Hyla sarda	Sardinian treefrog	327740	aHylSar1	GCF_029499605.1_aHylSar1.hap1	Hyla sarda	Sardinian treefrog (hap1 2023 refseq)	amphibians
GCF_029582105.1	Birds	Core landbirds	Passeriformes (Oscines)	Muscicapidae	Songbirds	29.59	Oenanthe melanoleuca	eastern black-eared wheatear	2939378	bOenMel1	GCF_029582105.1_OMel1.0	Oenanthe melanoleuca	Eastern black-eared wheatear (GR-GAL-2019-014 2023)	birds
GCF_029633855.1	Fishes	Actinopterygii (Ray-finned Fishes)	Characiformes	Erythrinidae	Piranhas/Tetras/Cavefish	150	Hoplias malabaricus	trahira	27720	fHopMal1	GCF_029633855.1_fHopMal1.hap1	Hoplias malabaricus	trahira (v1 hap1 2024 refseq)	fish
GCF_029633865.1	Fishes	Actinopterygii (Ray-finned Fishes)	Lampridiformes	Lampridae	Lamprids	155	Lampris incognitus	smalleye Pacific opah	2546036	fLamInc1	GCF_029633865.1_fLamInc1.hap2	Lampris incognitus	smalleye Pacific opah (hap2 2023 refseq)	fish
GCF_029931775.1	Reptiles	Squamata	Gekkota 	Sphaerodactylidae	Geckos/Flat-footed lizards	175	Euleptes europaea	European leaf-toed gecko	460621	rEulEur1	GCF_029931775.1_rEulEur1.hap1	Euleptes europaea	European leaf-toed gecko (hap1 2023)	reptiles
GCF_030014295.1	Mammals	Afrotheria	Proboscidea	Elephantidae	Elephants	62.97	Loxodonta africana	African elephant	9785	mLoxAfr1	GCF_030014295.1_mLoxAfr1.hap2	Loxodonta africana	African savanna elephant (hap2 2023 refseq)	mammals
GCF_030014385.1	Fishes	Actinopterygii (Ray-finned Fishes)	Siluriformes	Trichomycteridae	Catfish	150	Trichomycterus rosablanca	Rosablanca cavefish	2290929	fTriRos1	GCF_030014385.1_fTriRos1.hap1	Trichomycterus rosablanca	Andian cavefish (hap1 2023 refseq)	fish
GCF_030020395.1	Mammals	Laurasiatheria	Pholidota	Manidae	Pangolins	80	Manis pentadactyla	Chinese pangolin	143292	mManPen7	GCF_030020395.1_mManPen7.hap1	Manis pentadactyla	Chinese pangolin (hap1 2023)	mammals
GCF_030028045.1	Mammals	Laurasiatheria	Cetartiodactyla (Hippopotamidae)	Hippopotamidae	Hippopotamuses	54	Hippopotamus amphibius	common hippopotamus	9833	mHipAmp2	GCF_030028045.1_mHipAmp2.hap2	Hippopotamus amphibius kiboko	hippopotamus (v2 hap2 2023 refseq)	mammals
GCF_030028105.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Myliobatiformes	Mobulidae	Rays	196	Mobula birostris	Atlantic manta ray	1983395	sMobBir1	GCF_030028105.1_sMobBir1.hap1	Mobula birostris	giant manta (hap1 2023 refseq)	sharks
GCF_030035675.1	Reptiles	Squamata	Lacertoidea (Rhineuridae & Amphisbaenidae)	Rhineuridae & Amphisbaenidae	Worm lizards	120	Rhineura floridana	Florida worm lizard	261503	rRhiFlo1	GCF_030035675.1_rRhiFlo1.hap2	Rhineura floridana	Florida worm lizard (hap2 2023 refseq)	reptiles
GCF_030144855.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Myliobatiformes	Dasyatidae	Rays	196	Hypanus sabinus	Atlantic stingray	79690	sHypSab1	GCF_030144855.1_sHypSab1.hap1	Hypanus sabinus	Atlantic stingray (hap1 2023 refseq)	sharks
GCF_030435755.1	Mammals	Supraprimates (Euarchontoglires)	Lagomorpha (Ochotonidae)	Ochotonidae	Pikas	49	Ochotona princeps	American pika	9978	mOchPri1	GCF_030435755.1_mOchPri1.hap1	Ochotona princeps	American pika (hap1 2023)	mammals
GCF_030435805.1	Mammals	Laurasiatheria	Carnivora (Caniformia)	Mustelidae	Dog-like (Seals/Bears/Racoons)	57	Mustela lutreola	European mink	9666	mMusLut2	GCF_030435805.1_mMusLut2.pri	Mustela lutreola	European mink (primary hap 2023 refseq)	mammals
GCF_030445035.2	Mammals	Xenarthra	Cingulata	Dasypodidae	Armadillos	67	Dasypus novemcinctus	nine-banded armadillo	9361	mDasNov1	GCF_030445035.2_mDasNov1.1.hap2	Dasypus novemcinctus	nine-banded armadillo (v2 hap2 2023)	mammals
GCF_030463535.1	Fishes	Actinopterygii (Ray-finned Fishes)	Characiformes	Bryconidae	Piranhas/Tetras/Cavefish	150	Salminus brasiliensis	golden dorado	930266	fSalBra1	GCF_030463535.1_fSalBra1.hap2	Salminus brasiliensis	dorado (hap2 2023 refseq)	fish
GCF_030490865.1	Birds	Core landbirds	Passeriformes (Oscines)	Turdidae	Songbirds	29.59	Poecile atricapillus	black-capped chickadee	48891	bPoeAtr1	GCF_030490865.1_bPoeAtr1.hap1	Poecile atricapillus	black-capped chickadee (hap1 2023)	birds
GCF_030684315.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Orectolobiformes	Stegostomatidae	Carpet sharks	183	Stegostoma tigrinum	zebra shark	3053191	sSteTig4	GCF_030684315.1_sSteTig4.hap1	Stegostoma tigrinum	zebra shark (hap1 2023 refseq)	sharks
GCF_030867095.1	Reptiles	Crocodylia	Alligatoridae	Alligatoridae	Alligators/Caimens	50	Alligator mississippiensis	American alligator	8496	rAllMis1	GCF_030867095.1_rAllMis1	Alligator mississippiensis	American alligator (2023 refseq)	reptiles
GCF_030936135.1	Birds	Core waterbirds	Gaviiformes	Gaviidae	Loons	63.88	Gavia stellata	red-throated Loon	37040	bGavSte3	GCF_030936135.1_bGavSte3.hap2	Gavia stellata	red-throated loon (hap2 2023 refseq)	birds
GCF_031021105.1	Reptiles	Squamata	Serpentes (Dipsadidae)	Dipsadidae	Snakes (Colubrids)	75	Erythrolamprus reginae	royal ground snake	121349	rEryReg1	GCF_031021105.1_rEryReg1.hap1	Erythrolamprus reginae	royal ground snake (hap1 2023 refseq)	reptiles
GCF_032444005.1	Amphibians	Anura	Neobatrachia > Hyloidea (Dendrobatidae & Aromobatidae)	Dendrobatidae	Poison dart frogs	60	Ranitomeya imitator	mimic poison frog	111125	aRanImi1	GCF_032444005.1_aRanImi1.pri	Ranitomeya imitator	mimic poison frog (primary hap 2023 refseq)	amphibians
GCF_035084215.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Hexanchiformes	Hexanchidae	Cow sharks/Seven-gill sharks	197	Heptranchias perlo	sharpnose sevengill shark	212740	sHepPer1	GCF_035084215.1_sHepPer1.hap1	Heptranchias perlo	sharpnose sevengill shark (hap1 2024 genbank)	sharks
GCF_035149785.1	Reptiles	Squamata	Serpentes (Boidae & Pythonidae)	Boidae	Snakes (Boas)	75	Candoia aspera	viper boa	51853	rCanAsp1	GCF_035149785.1_rCanAsp1.hap2	Candoia aspera	Papuan ground boa (hap2 2024 refseq)	reptiles
GCF_035609145.1	Amphibians	Anura	Neobatrachia > Hyloidea (Eleutherodactylidae)	Eleutherodactylidae	Terraranan frogs	63	Eleutherodactylus coqui	coqui	57060	aEleCoq1	GCF_035609145.1_aEleCoq1.hap1	Eleutherodactylus coqui	Puerto Rican coqui (hap1 2024 refseq)	amphibians
GCF_035770615.1	Birds	Core landbirds	Passeriformes (Oscines)	Passerellidae	Songbirds	29.59	Melospiza melodia	song sparrow	44397	bMelMel2	GCF_035770615.1_bMelMel2.pri	Melospiza melodia melodia	song sparrow (primary hap 2024 refseq)	birds
GCF_036013445.1	Birds	Columbea	Columbiformes	Columbidae	Doves	66.72	Caloenas nicobarica	Nicobar pigeon	187106	bCalNic1	GCF_036013445.1_bCalNic1.hap1	Caloenas nicobarica	Nicobar pigeon (hap1 2024 refseq)	birds
GCF_036013475.1	Birds	Columbea	Columbiformes	Columbidae	Doves	66.72	Columba livia	rock dove	8932	bColLiv1	GCF_036013475.1_bColLiv1.pat.W.v2	Columba livia	rock pigeon (v2 racing homer 2024 refseq)	birds
GCF_036169615.1	Birds	Caprimulgimorphae	Trochiliformes	Trochilidae	Hummingbirds	45.4	Heliangelus exortis	tourmaline sunangel	472823	bHelExo1	GCF_036169615.1_bHelExo1.hap1	Heliangelus exortis	tourmaline sunangel (hap1 2024 refseq)	birds
GCF_036172605.1	Amphibians	Anura	Archaeobatrachia > Pelobatoidea (Pelobatidae)	Pelobatidae	European spadefoot toads	155	Pelobates fuscus	common spadefoot toad	191477	aPelFus1	GCF_036172605.1_aPelFus1.pri	Pelobates fuscus	common spadefoot toad (primary hap 2024 refseq)	amphibians
GCF_036250125.1	Birds	Core landbirds	Passeriformes (Suboscines)	Pipridae	Suboscines	29.59	Dixiphia pipra	white-crowned manakin	415032	bDixPip1	GCF_036250125.1_bDixPip1.hap1	Pseudopipra pipra	white-crowned manakin (hap1 2024 refseq)	birds
GCF_036321535.1	Mammals	Laurasiatheria	Cetartiodactyla (Tylopoda)	Tylopoda	Cammels/Llama	65	Camelus dromedarius	Dromedary camel	9838	mCamDro1	GCF_036321535.1_mCamDro1.pat	Camelus dromedarius	Arabian camel (paternal hap 2024 refseq)	mammals
GCF_036365525.1	Fishes	Chondrichthyes (Cartilaginous Fishes)	Heterodontiformes	Heterodontidae	Bullhead sharks	198	Heterodontus francisci	horn shark	7792	sHetFra1	GCF_036365525.1_sHetFra1.hap1	Heterodontus francisci	horn shark (sHetFra1hap1 2024)	sharks
GCF_036370855.1	Birds	Palaeognathae	Casuariiformes	Dromaiidae	Emus	39.22	Dromaius novaehollandiae	emu	8790	bDroNov1	GCF_036370855.1_bDroNov1.hap1	Dromaius novaehollandiae	emu (hap1 2024)	birds
GCF_036373705.1	Fishes	Actinopterygii (Ray-finned Fishes)	Amiiformes	Amiidae	Bowfin	275	Amia calva	bowfin	7924	fAmiCal2	GCF_036373705.1_fAmiCal2.hap1	Amia calva	bowfin (hap1 2024 refseq)	fish
GCF_036417665.1	Birds	Core landbirds	Passeriformes (Oscines)	Passeridae	Songbirds	29.59	Passer domesticus	house sparrow	48849	bPasDom1	GCF_036417665.1_bPasDom1.hap1	Passer domesticus	house sparrow (hap1 2024 refseq)	birds
GCF_036417845.1	Birds	Palaeognathae	Apterygiformes	Apterygidae	Kiwis	41.68	Apteryx mantelli	North Island brown kiwi	2696672	bAptMan1	GCF_036417845.1_bAptMan1.hap1	Apteryx mantelli	North Island brown kiwi (hap1 2024 refseq)	birds
GCF_036850765.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Emballonuridae	Regular bats	65	Saccopteryx bilineata	greater sac-winged bat	59482	mSacBil1	GCF_036850765.1_mSacBil1_pri_phased_curated	Saccopteryx bilineata	greater sac-winged bat (primary hap 2024 refseq)	mammals
GCF_036850995.1	Mammals	Laurasiatheria	Chiroptera (Yangochiroptera)	Emballonuridae	Regular bats	65	Saccopteryx leptura	lesser sac-winged bat	249018	mSacLep1	GCF_036850995.1_mSacLep1_pri_phased_curated	Saccopteryx leptura	lesser sac-winged bat (primary hap 2024 refseq)	mammals
